record_id,source_row,title,author,user_rating,reviews,price,year,genre,is_zero_price,is_price_outlier,is_review_outlier,is_rating_outlier,is_title_year_duplicate,is_truncated_text,rating_band,price_band,engagement_segment,review_log10,years_on_list,first_year,last_year
126,126,Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2017,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.1473052380761946,5,2015,2019
127,127,Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2018,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.1473052380761946,5,2015,2019
128,128,Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2019,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.1473052380761946,5,2015,2019
129,129,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660,12,2019,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.884228769632604,1,2019,2019
130,130,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,2018,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.348071099079888,2,2018,2019
131,131,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,2019,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.348071099079888,2,2018,2019
132,132,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Glenn Beck,4.6,1365,11,2009,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.1351326513767748,1,2009,2009
133,133,Go Set a Watchman: A Novel,Harper Lee,3.6,14982,19,2015,Fiction,False,False,False,True,False,False,Below 4.0,Mid-range ($11–20),Popular but polarizing,4.175569792734992,1,2015,2015
134,134,Go the F**k to Sleep,Adam Mansbach,4.8,9568,9,2011,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.980821166644336,1,2011,2011
135,135,Going Rogue: An American Life,Sarah Palin,4.6,1636,6,2009,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.2137832993353044,1,2009,2009
136,136,Gone Girl,Gillian Flynn,4.0,57271,10,2012,Fiction,False,False,True,True,False,False,Solid (4.0–4.4),Budget ($1–10),Popular but polarizing,4.757934766327757,3,2012,2014
137,137,Gone Girl,Gillian Flynn,4.0,57271,10,2013,Fiction,False,False,True,True,False,False,Solid (4.0–4.4),Budget ($1–10),Popular but polarizing,4.757934766327757,3,2012,2014
138,138,Gone Girl,Gillian Flynn,4.0,57271,9,2014,Fiction,False,False,True,True,False,False,Solid (4.0–4.4),Budget ($1–10),Popular but polarizing,4.757934766327757,3,2012,2014
139,139,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,6,2019,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Popular but polarizing,4.006080782716094,1,2019,2019
140,140,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2009,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.5386993795424067,4,2009,2012
141,141,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2010,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.5386993795424067,4,2009,2012
142,142,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2011,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.5386993795424067,4,2009,2012
143,143,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.5386993795424067,4,2009,2012
144,144,Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2017,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.9463048549934747,3,2017,2019
145,145,Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2018,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.9463048549934747,3,2017,2019
146,146,Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2019,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.9463048549934747,3,2017,2019
147,147,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,7038,7,2012,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,3.8474492624991727,2,2012,2013
148,148,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,7038,7,2013,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,3.8474492624991727,2,2012,2013
149,149,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,5972,10,2014,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.776119799052988,1,2014,2014
150,150,Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,4.4,25624,14,2015,Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Popular but polarizing,4.408646925655765,1,2015,2015
151,151,Guts,Raina Telgemeier,4.8,5476,7,2019,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,3.7384634394619525,1,2019,2019
152,152,Hamilton: The Revolution,Lin-Manuel Miranda,4.9,5867,54,2016,Non Fiction,False,True,False,False,False,False,Exceptional (4.8+),Premium ($21+),Loved niche,3.768416088216332,1,2016,2016
153,153,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,4.8,4148,11,2013,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.6178387477170033,1,2013,2013
154,154,"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,4.9,19622,30,2016,Fiction,False,True,False,False,False,False,Exceptional (4.8+),Premium ($21+),Stars,4.292743271377071,1,2016,2016
155,155,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,4.0,23973,12,2016,Fiction,False,False,False,True,False,False,Solid (4.0–4.4),Mid-range ($11–20),Popular but polarizing,4.379722385386193,1,2016,2016
156,156,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J.K. Rowling,4.9,7758,18,2019,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.8897497752640375,1,2019,2019
157,157,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,4.9,3146,30,2017,Fiction,False,True,False,False,False,False,Exceptional (4.8+),Premium ($21+),Loved niche,3.497758718287268,1,2017,2017
158,158,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,4.9,10052,22,2016,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Premium ($21+),Stars,4.002252479920538,1,2016,2016
159,159,Harry Potter Coloring Book,Scholastic,4.7,3564,9,2015,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Loved niche,3.5519376953648374,1,2015,2015
160,160,Harry Potter Paperback Box Set (Books 1-7),J.K. Rowling,4.8,13471,52,2016,Fiction,False,True,False,False,False,False,Exceptional (4.8+),Premium ($21+),Stars,4.129399836135896,1,2016,2016
161,161,Have a Little Faith: A True Story,Mitch Albom,4.8,1930,4,2009,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,3.285557309007774,1,2009,2009
162,162,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,15779,10,2011,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.198079476171031,2,2011,2012
163,163,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,15779,10,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.198079476171031,2,2011,2012
164,164,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,14,2016,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Popular but polarizing,4.191059581827398,2,2016,2017
165,165,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,14,2017,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Popular but polarizing,4.191059581827398,2,2016,2017
166,166,Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,4.8,3776,22,2018,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Premium ($21+),Loved niche,3.5770319856260313,1,2018,2018
167,167,How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2014,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Stars,4.397957380103888,5,2014,2018
168,168,How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2015,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Stars,4.397957380103888,5,2014,2018
169,169,How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2016,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Stars,4.397957380103888,5,2014,2018
170,170,How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2017,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Stars,4.397957380103888,5,2014,2018
171,171,How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2018,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Stars,4.397957380103888,5,2014,2018
172,172,Howard Stern Comes Again,Howard Stern,4.3,5272,16,2019,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.7219754015859534,1,2019,2019
173,173,Humans of New York,Brandon Stanton,4.8,3490,15,2013,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.5428254269591797,2,2013,2014
174,174,Humans of New York,Brandon Stanton,4.8,3490,15,2014,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.5428254269591797,2,2013,2014
175,175,Humans of New York : Stories,Brandon Stanton,4.9,2812,17,2015,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.4490153163477864,1,2015,2015
176,176,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.7,4896,17,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Loved niche,3.6898414091375047,1,2013,2013
177,177,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,9737,7,2019,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.988425170006303,1,2019,2019
178,178,"I, Alex Cross",James Patterson,4.6,1320,7,2009,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.12057393120585,1,2009,2009
179,179,If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,4,2017,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.221231613181412,2,2017,2019
180,180,If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,4,2019,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.221231613181412,2,2017,2019
181,181,If I Stay,Gayle Forman,4.3,7153,9,2014,Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Budget ($1–10),Developing,3.8544882250444306,1,2014,2014
182,182,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,4.4,4571,21,2011,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Premium ($21+),Developing,3.6600112212893308,1,2011,2011
183,183,Inferno,Dan Brown,4.1,29651,14,2013,Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Popular but polarizing,4.47203934482198,1,2013,2013
184,184,Inheritance: Book IV (Inheritance Cycle),Christopher Paolini,4.6,5299,20,2011,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.7241939195143297,1,2011,2011
185,185,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13,2019,Non Fiction,False,False,False,False,False,True,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.8689969024871353,2,2018,2019
186,186,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13,2018,Non Fiction,False,False,False,False,False,True,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.8689969024871353,2,2018,2019
187,187,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062,12,2019,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.8489277132270785,1,2019,2019
188,188,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2011,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.291723956343732,6,2011,2016
189,189,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2012,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.291723956343732,6,2011,2016
190,190,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2013,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.291723956343732,6,2011,2016
191,191,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2014,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.291723956343732,6,2011,2016
192,192,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2015,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.291723956343732,6,2011,2016
193,193,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2016,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.291723956343732,6,2011,2016
194,194,JOURNEY TO THE ICE P,RH Disney,4.6,978,0,2014,Fiction,True,False,False,False,False,True,Strong (4.5–4.7),Zero / verify,Developing,2.9903388547876015,1,2014,2014
195,195,Joyland (Hard Case Crime),Stephen King,4.5,4748,12,2013,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.6765107102825536,1,2013,2013
196,196,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.6,8393,17,2017,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.9239172231131056,1,2017,2017
197,197,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,4.5,11391,12,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.05656185185946,1,2013,2013
198,198,Killing Kennedy: The End of Camelot,Bill O'Reilly,4.6,8634,25,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Popular but polarizing,3.9362120443202486,1,2012,2012
199,199,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9342,10,2011,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,3.970439862951764,2,2011,2012
200,200,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9342,10,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,3.970439862951764,2,2011,2012
201,201,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,10927,6,2014,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Popular but polarizing,4.0385009430766745,1,2014,2014
202,202,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5235,5,2015,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.718916686014861,1,2015,2015
203,203,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,8916,6,2016,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,3.9501700598082,1,2016,2016
204,204,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,2507,8,2018,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Loved niche,3.3991543339582164,1,2018,2018
205,205,Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.5650209283452936,3,2013,2015
206,206,Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4,2014,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.5650209283452936,3,2013,2015
207,207,Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4,2015,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.5650209283452936,3,2013,2015
208,208,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Children’s Book)",Jill Twiss,4.9,11881,13,2018,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Stars,4.074852995881248,1,2018,2018
209,209,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.8444771757456815,5,2013,2017
210,210,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2014,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.8444771757456815,5,2013,2017
211,211,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2015,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.8444771757456815,5,2013,2017
212,212,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2016,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.8444771757456815,5,2013,2017
213,213,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2017,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.8444771757456815,5,2013,2017
214,214,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,6132,13,2013,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.7876021461823375,1,2013,2013
215,215,Leonardo da Vinci,Walter Isaacson,4.5,3014,21,2017,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Premium ($21+),Developing,3.479143247978613,1,2017,2017
216,216,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.4,7550,6,2018,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Budget ($1–10),Developing,3.8779469516291885,1,2018,2018
217,217,Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin,4.8,3828,15,2009,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.582971929104806,1,2009,2009
218,218,Life,Keith Richards,4.5,2752,18,2010,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.4396484295634737,1,2010,2010
219,219,Little Bee: A Novel,Chris Cleave,4.1,1467,10,2010,Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Budget ($1–10),Developing,3.166430113843283,1,2010,2010
220,220,Little Blue Truck,Alice Schertle,4.9,1884,0,2014,Fiction,True,False,False,False,False,False,Exceptional (4.8+),Zero / verify,Loved niche,3.2750808984568587,1,2014,2014
221,221,Little Fires Everywhere,Celeste Ng,4.5,25706,12,2018,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Popular but polarizing,4.410034503205366,1,2018,2018
222,222,Looking for Alaska,John Green,4.5,8491,7,2014,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.9289588408808296,1,2014,2014
223,223,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,4.2,1649,13,2011,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Mid-range ($11–20),Developing,3.217220655644519,1,2011,2011
224,224,Love You Forever,Robert Munsch,4.8,18613,5,2014,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.2698163773458235,2,2014,2015
225,225,Love You Forever,Robert Munsch,4.8,18613,5,2015,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.2698163773458235,2,2014,2015
226,226,Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,4.8,9867,16,2018,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Stars,3.994185128202317,1,2018,2018
227,227,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.5,1386,20,2014,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.141763230275788,1,2014,2014
228,228,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,10199,11,2017,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Stars,4.008557591784247,1,2017,2017
229,229,"Mastering the Art of French Cooking, Vol. 2",Julia Child,4.8,2926,27,2009,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Premium ($21+),Loved niche,3.466274321789292,1,2009,2009
230,230,Milk and Honey,Rupi Kaur,4.7,17739,8,2016,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.248929133718768,3,2016,2018
231,231,Milk and Honey,Rupi Kaur,4.7,17739,8,2017,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.248929133718768,3,2016,2018
232,232,Milk and Honey,Rupi Kaur,4.7,17739,8,2018,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Stars,4.248929133718768,3,2016,2018
233,233,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,4.4,3113,6,2017,Non Fiction,False,False,False,False,False,False,Solid (4.0–4.4),Budget ($1–10),Developing,3.493179120682515,1,2017,2017
234,234,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,2014,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.743666521446213,3,2014,2016
235,235,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,2015,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.743666521446213,3,2014,2016
236,236,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,2016,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.743666521446213,3,2014,2016
237,237,Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8,2010,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Popular but polarizing,4.427177644001561,3,2010,2012
238,238,Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8,2011,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Popular but polarizing,4.427177644001561,3,2010,2012
239,239,Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8,2012,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Popular but polarizing,4.427177644001561,3,2010,2012
240,240,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347,16,2019,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.728110184100341,1,2019,2019
241,241,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,11,2019,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Mid-range ($11–20),Loved niche,3.895753942073728,1,2019,2019
242,242,New Moon (The Twilight Saga),Stephenie Meyer,4.6,5680,10,2009,Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Developing,3.754348335711019,1,2009,2009
243,243,Night (Night),Elie Wiesel,4.7,5178,9,2016,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Budget ($1–10),Loved niche,3.714162046098853,1,2016,2016
244,244,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,4.6,8093,14,2012,Non Fiction,False,False,False,False,False,False,Strong (4.5–4.7),Mid-range ($11–20),Developing,3.908109540392552,1,2012,2012
245,245,Obama: An Intimate Portrait,Pete Souza,4.9,3192,22,2017,Non Fiction,False,False,False,False,False,False,Exceptional (4.8+),Premium ($21+),Loved niche,3.5040628826786917,1,2017,2017
246,246,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2012,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.339133305969879,8,2012,2019
247,247,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2013,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.339133305969879,8,2012,2019
248,248,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2014,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.339133305969879,8,2012,2019
249,249,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2015,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.339133305969879,8,2012,2019
250,250,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.339133305969879,8,2012,2019
251,251,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.339133305969879,8,2012,2019
252,252,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Fiction,False,False,False,False,False,False,Exceptional (4.8+),Budget ($1–10),Stars,4.339133305969879,8,2012,2019
